Example Number,Gorgias Code,NL Translation
936,":- dynamic job_interview/0, concert_nearby/0, afternoon/0.
rule(r1, drive_car, []) :- job_interview.
rule(r2, go_gym, []) :- concert_nearby.
rule(p1, prefer(r1, r2), []) :- job_interview, concert_nearby.
rule(p2, prefer(r2, r1), []) :- job_interview, concert_nearby, afternoon.
rule(c1, prefer(p2, p1), []).
complement(go_gym, drive_car).
complement(drive_car, go_gym).","If I have a job interview, I drive my car. If there is a concert nearby, I go to the gym. But if I have both a job interview and a concert nearby, I usually drive my car. However, if it's also the afternoon, I choose to go to the gym instead. I can’t go to the gym and drive my car at the same time."
762,":- dynamic cloudy_day/0
rule(r1, prepare_report, []).
rule(r2, cycling_session, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- cloudy_day.
rule(c1, prefer(p2, p1), []).
complement(cycling_session, prepare_report).
complement(prepare_report, cycling_session).","I can either prepare a report or go for a cycling session. Usually, I choose to prepare the report. However, if it's a cloudy day, I tend to go for the cycling session instead. I can’t prepare the report and go for a cycling session at the same time."
333,":- dynamic moving_house/0, snowstorm/0, new_neighbor/0, party_invitation/0, night_time/0.
rule(r1, order_taxi, []) :- moving_house.
rule(r2, attend_workshop, []) :- snowstorm.
rule(p1, prefer(r1, r2), []) :- moving_house, snowstorm.
rule(p2, prefer(r2, r1), []) :- moving_house, snowstorm, new_neighbor.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- party_invitation.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- night_time.
rule(c5, prefer(c4, c3), []).
complement(attend_workshop, order_taxi).
complement(order_taxi, attend_workshop).","If I am moving house, I order a taxi. If there is a snowstorm, I attend a workshop. But if it’s both moving house and there is a snowstorm, I usually order a taxi. However, if I also have a new neighbor, I attend the workshop instead. If I receive a party invitation, I tend to order a taxi. If it’s nighttime, I usually prefer to attend the workshop. If I have a new restaurant to try, I prefer to order a taxi. I can’t order a taxi and attend a workshop at the same time."
320,":- dynamic , early_morning/0, client_feedback/0
rule(r1, go_gym, []).
rule(r2, meditate, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- early_morning.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- client_feedback.
rule(c3, prefer(c2, c1), []).
complement(meditate, go_gym).
complement(go_gym, meditate).","I can either go to the gym or meditate. Usually, I choose to go to the gym. However, if it's early in the morning, I tend to meditate instead. If I have client feedback to consider, I usually go to the gym. I can’t go to the gym and meditate at the same time."
238,":- dynamic humid_day/0, good_investment/0, deadline_missed/0, night_time/0.
rule(r1, morning_run, []) :- humid_day.
rule(r2, go_gym, []) :- good_investment.
rule(p1, prefer(r1, r2), []) :- humid_day, good_investment.
rule(p2, prefer(r2, r1), []) :- humid_day, good_investment, deadline_missed.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- night_time.
rule(c3, prefer(c2, c1), []).
complement(go_gym, morning_run).
complement(morning_run, go_gym).","If it’s a humid day, I go for a morning run. If I have a good investment opportunity, I go to the gym. But if it’s both a humid day and I have a good investment, I usually choose to go for a morning run. However, if I also missed a deadline, I prefer to go to the gym instead. If it’s nighttime, I usually go for a morning run. But if I have a good investment opportunity, I choose to go to the gym instead. I can’t go to the gym and go for a morning run at the same time."
735,":- dynamic family_gathering/0, windy_day/0, project_extension/0, early_morning/0, wedding_anniversary/0.
rule(r1, attend_concert, []) :- family_gathering.
rule(r2, schedule_meeting, []) :- windy_day.
rule(p1, prefer(r1, r2), []) :- family_gathering, windy_day.
rule(p2, prefer(r2, r1), []) :- family_gathering, windy_day, project_extension.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- early_morning.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- wedding_anniversary.
rule(c5, prefer(c4, c3), []).
complement(schedule_meeting, attend_concert).
complement(attend_concert, schedule_meeting).","If there is a family gathering, I attend the concert. If it’s a windy day, I schedule a meeting. But if it’s both a family gathering and a windy day, I usually prefer to attend the concert. However, if I also have a project extension, I would rather schedule the meeting instead. If it’s early morning, I tend to attend the concert. If it’s my wedding anniversary, I prefer to schedule the meeting. If I have a wedding anniversary and it's early morning, I usually choose to schedule the meeting. I can’t attend the concert and schedule a meeting at the same time."
537,":- dynamic early_morning/0, urgent_deadline/0
rule(r1, book_ride_share, []) :- early_morning.
rule(r2, schedule_meeting, []) :- early_morning.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
complement(schedule_meeting, book_ride_share).
complement(book_ride_share, schedule_meeting).","If it's early in the morning, I can either book a ride share or schedule a meeting. Usually, I choose to book a ride share. However, if there’s an urgent deadline, I schedule the meeting instead. I can’t book a ride share and schedule a meeting at the same time."
193,":- dynamic community_event/0
rule(r1, give_presentation, []).
rule(r2, attend_workshop, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- community_event.
rule(c1, prefer(p2, p1), []).
complement(attend_workshop, give_presentation).
complement(give_presentation, attend_workshop).","I can either give a presentation or attend a workshop. Usually, I prefer to give a presentation. However, if there’s a community event, I choose to attend the workshop instead. I can’t give a presentation and attend a workshop at the same time."
888,":- dynamic concert_nearby/0, dusk/0, feeling_sick/0.
rule(r1, clean_house, []) :- concert_nearby.
rule(r2, read_book, []) :- dusk.
rule(p1, prefer(r1, r2), []) :- concert_nearby, dusk.
rule(p2, prefer(r2, r1), []) :- concert_nearby, dusk, feeling_sick.
rule(c1, prefer(p2, p1), []).
complement(read_book, clean_house).
complement(clean_house, read_book).","If there is a concert nearby, I clean the house. If it’s dusk, I read a book. But if it’s both dusk and there is a concert nearby, I usually clean the house. However, if I am feeling sick, I prefer to read a book instead. I can’t clean the house and read a book at the same time."
382,":- dynamic financial_aid/0, invitation_from_friend/0
rule(r1, update_project_plan, []) :- financial_aid.
rule(r2, call_client, []) :- financial_aid.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- invitation_from_friend.
rule(c1, prefer(p2, p1), []).
complement(call_client, update_project_plan).
complement(update_project_plan, call_client).","If I receive financial aid, I can either update the project plan or call the client. Generally, I choose to update the project plan. However, if a friend invites me, I call the client instead. I can’t update the project plan and call the client at the same time."
75,":- dynamic urgent_deadline/0
rule(r1, clean_house, []).
rule(r2, water_plants, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- urgent_deadline.
rule(c1, prefer(p2, p1), []).
complement(water_plants, clean_house).
complement(clean_house, water_plants).","I can either clean the house or water the plants. Usually, I choose to clean the house. However, if there’s an urgent deadline, I go to water the plants instead. I can’t clean the house and water the plants at the same time."
523,":- dynamic rainy_day/0, feeling_sick/0, networking_event/0
rule(r1, visit_family, []) :- rainy_day.
rule(r2, go_shopping, []) :- rainy_day.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- networking_event.
rule(c3, prefer(c2, c1), []).
complement(go_shopping, visit_family).
complement(visit_family, go_shopping).","If it’s a rainy day, I can either visit family or go shopping. Generally, I choose to visit family. However, if I’m feeling sick, I go shopping instead. On the other hand, if there’s a networking event, I visit family again. I can’t go shopping and visit family at the same time."
661,":- dynamic .
rule(r1, take_picnic, []).
rule(r2, attend_meeting, []).
rule(p1, prefer(r1, r2), []).
complement(attend_meeting, take_picnic).
complement(take_picnic, attend_meeting).","I can either take a picnic or attend a meeting. Usually, I choose to take a picnic. I can’t take a picnic and attend a meeting at the same time."
372,":- dynamic holiday_season/0, networking_event/0
rule(r1, water_plants, []) :- holiday_season.
rule(r2, explore_city, []) :- holiday_season.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- networking_event.
rule(c1, prefer(p2, p1), []).
complement(explore_city, water_plants).
complement(water_plants, explore_city).","If it's the holiday season, I can either water the plants or explore the city. Usually, I choose to water the plants. However, if there's a networking event, I explore the city instead. I can’t water the plants and explore the city at the same time."
903,":- dynamic .
rule(r1, prepare_report, []).
rule(r2, ride_bike, []).
rule(p1, prefer(r1, r2), []).
complement(ride_bike, prepare_report).
complement(prepare_report, ride_bike).","I can either prepare a report or ride my bike. Usually, I choose to prepare the report. I can’t prepare the report and ride my bike at the same time."
940,":- dynamic party_invitation/0, deadline_missed/0, feeling_sick/0, weekend/0, windy_day/0.
rule(r1, book_ride_share, []) :- party_invitation.
rule(r2, give_presentation, []) :- deadline_missed.
rule(p1, prefer(r1, r2), []) :- party_invitation, deadline_missed.
rule(p2, prefer(r2, r1), []) :- party_invitation, deadline_missed, feeling_sick.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- weekend.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- windy_day.
rule(c5, prefer(c4, c3), []).
complement(give_presentation, book_ride_share).
complement(book_ride_share, give_presentation).","If I have a party invitation, I book a ride share. If I missed a deadline, I give a presentation. But if I have both a party invitation and missed a deadline, I usually book a ride share. However, if I'm also feeling sick, I give the presentation instead. If it's the weekend, I tend to book a ride share. If it's a windy day, I prefer to give the presentation. I can’t book a ride share and give a presentation at the same time."
482,":- dynamic , moving_house/0, afternoon/0
rule(r1, review_documents, []).
rule(r2, morning_run, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- moving_house.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- afternoon.
rule(c3, prefer(c2, c1), []).
complement(morning_run, review_documents).
complement(review_documents, morning_run).","I can either review documents or go for a morning run. Usually, I choose to review the documents. However, if I’m moving house, I go for the morning run instead. If it’s the afternoon, I tend to review the documents. I can’t do both the morning run and review the documents at the same time."
680,":- dynamic relationship_break/0, new_restaurant_to_try/0
rule(r1, cycle_to_work, []) :- relationship_break.
rule(r2, evening_walk, []) :- relationship_break.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_restaurant_to_try.
rule(c1, prefer(p2, p1), []).
complement(evening_walk, cycle_to_work).
complement(cycle_to_work, evening_walk).","If there’s a relationship break, I can either cycle to work or take an evening walk. Usually, I choose to cycle to work. However, if there’s a new restaurant to try, I take an evening walk instead. I can’t cycle to work and take an evening walk at the same time."
929,":- dynamic cloudy_day/0, medical_appointment/0, got_bonus/0, relationship_break/0.
rule(r1, yoga_session, []) :- cloudy_day.
rule(r2, plan_meals, []) :- medical_appointment.
rule(p1, prefer(r1, r2), []) :- cloudy_day, medical_appointment.
rule(p2, prefer(r2, r1), []) :- cloudy_day, medical_appointment, got_bonus.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- relationship_break.
rule(c3, prefer(c2, c1), []).
complement(plan_meals, yoga_session).
complement(yoga_session, plan_meals).","If it's a cloudy day, I do a yoga session. If I have a medical appointment, I plan my meals. But if it’s both a cloudy day and I have a medical appointment, I usually choose to do a yoga session. However, if I also received a bonus, I plan my meals instead. If I am going through a relationship break, I tend to do a yoga session. But if I have a relationship break and also received a bonus, I plan my meals. I can’t do a yoga session and plan my meals at the same time."
911,":- dynamic new_neighbor/0, job_interview/0, windy_day/0, hail_storm/0.
rule(r1, prepare_report, []) :- new_neighbor.
rule(r2, attend_meeting, []) :- job_interview.
rule(p1, prefer(r1, r2), []) :- new_neighbor, job_interview.
rule(p2, prefer(r2, r1), []) :- new_neighbor, job_interview, windy_day.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- hail_storm.
rule(c3, prefer(c2, c1), []).
complement(attend_meeting, prepare_report).
complement(prepare_report, attend_meeting).","If I have a new neighbor, I prepare a report. If I have a job interview, I attend a meeting. But if I have both a new neighbor and a job interview, I usually prepare the report. However, if it’s also a windy day, I prefer to attend the meeting instead. If there is a hail storm, I choose to prepare the report. I can’t prepare a report and attend a meeting at the same time."
978,":- dynamic humid_day/0, feeling_sick/0, wedding_anniversary/0, moving_house/0, unexpected_guest/0.
rule(r1, do_laundry, []) :- humid_day.
rule(r2, finish_report, []) :- feeling_sick.
rule(p1, prefer(r1, r2), []) :- humid_day, feeling_sick.
rule(p2, prefer(r2, r1), []) :- humid_day, feeling_sick, wedding_anniversary.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- moving_house.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- unexpected_guest.
rule(c5, prefer(c4, c3), []).
complement(finish_report, do_laundry).
complement(do_laundry, finish_report).","If it's a humid day, I do laundry. If I'm feeling sick, I finish my report. But if it's both a humid day and I'm feeling sick, I usually do laundry. If I also have a wedding anniversary, I finish my report instead. However, if I am moving house, I tend to finish my report. If I have an unexpected guest, I usually prefer to do laundry. But if I have an unexpected guest, I prefer to finish my report instead. I can’t do laundry and finish my report at the same time."
582,":- dynamic dusk/0, hot_day/0, hail_storm/0, new_neighbor/0.
rule(r1, go_to_theater, []) :- dusk.
rule(r2, prepare_report, []) :- hot_day.
rule(p1, prefer(r1, r2), []) :- dusk, hot_day.
rule(p2, prefer(r2, r1), []) :- dusk, hot_day, hail_storm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- new_neighbor.
rule(c3, prefer(c2, c1), []).
complement(prepare_report, go_to_theater).
complement(go_to_theater, prepare_report).","If it's dusk, I go to the theater. If it's a hot day, I prepare a report. But if it’s both dusk and a hot day, I usually go to the theater. However, if there is also a hail storm, I prepare the report instead. If I have a new neighbor, I tend to prepare the report. I can’t go to the theater and prepare a report at the same time."
100,":- dynamic unexpected_guest/0
rule(r1, explore_city, []).
rule(r2, reply_emails, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- unexpected_guest.
rule(c1, prefer(p2, p1), []).
complement(reply_emails, explore_city).
complement(explore_city, reply_emails).","I can either explore the city or reply to emails. Usually, I choose to explore the city. However, if I have an unexpected guest, I go back to replying to emails instead. I can’t explore the city and reply to emails at the same time."
548,":- dynamic medical_appointment/0, urgent_deadline/0, expensive_event/0, dusk/0.
rule(r1, go_to_theater, []) :- medical_appointment.
rule(r2, visit_doctor, []) :- urgent_deadline.
rule(p1, prefer(r1, r2), []) :- medical_appointment, urgent_deadline.
rule(p2, prefer(r2, r1), []) :- medical_appointment, urgent_deadline, expensive_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- dusk.
rule(c3, prefer(c2, c1), []).
complement(visit_doctor, go_to_theater).
complement(go_to_theater, visit_doctor).","If I have a medical appointment, I go to the theater. If I have an urgent deadline, I visit the doctor. But if I have both a medical appointment and an urgent deadline, I usually go to the theater. However, if I also have an expensive event, I visit the doctor instead. If it’s dusk, I usually go to the theater. I can’t go to the theater and visit the doctor at the same time."
887,":- dynamic urgent_deadline/0, dusk/0, moving_house/0.
rule(r1, do_laundry, []) :- urgent_deadline.
rule(r2, rent_car, []) :- dusk.
rule(p1, prefer(r1, r2), []) :- urgent_deadline, dusk.
rule(p2, prefer(r2, r1), []) :- urgent_deadline, dusk, moving_house.
rule(c1, prefer(p2, p1), []).
complement(rent_car, do_laundry).
complement(do_laundry, rent_car).","If I have an urgent deadline, I do laundry. If it's dusk, I rent a car. But if it’s both an urgent deadline and dusk, I usually do laundry. However, if I am also moving house, I rent a car instead. I can’t do laundry and rent a car at the same time."
665,":- dynamic good_weather/0, snowstorm/0, team_project_due/0
rule(r1, call_client, []) :- good_weather.
rule(r2, go_to_cinema, []) :- good_weather.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- snowstorm.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- team_project_due.
rule(c3, prefer(c2, c1), []).
complement(go_to_cinema, call_client).
complement(call_client, go_to_cinema).","If the weather is nice, I can either call a client or go to the cinema. Usually, I choose to call the client. However, if there’s a snowstorm, I go to the cinema instead. If a team project is due, I call the client again. I can’t go to the cinema and call the client at the same time."
444,":- dynamic community_event/0, weekend/0, subscription_due/0, hail_storm/0, friend_in_town/0.
rule(r1, attend_workshop, []) :- community_event.
rule(r2, go_to_park, []) :- weekend.
rule(p1, prefer(r1, r2), []) :- community_event, weekend.
rule(p2, prefer(r2, r1), []) :- community_event, weekend, subscription_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- hail_storm.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- friend_in_town.
rule(c5, prefer(c4, c3), []).
complement(go_to_park, attend_workshop).
complement(attend_workshop, go_to_park).","If there is a community event, I attend a workshop. If it’s the weekend, I go to the park. But if it’s both a community event and the weekend, I usually attend the workshop. However, if I also have a subscription due, I prefer to go to the park instead. If there is a hail storm, I tend to go to the park. But if I have a friend in town, I choose to attend the workshop. I can’t go to the park and attend a workshop at the same time."
339,":- dynamic , subscription_due/0, humid_day/0
rule(r1, submit_timesheet, []).
rule(r2, drive_car, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- subscription_due.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- humid_day.
rule(c3, prefer(c2, c1), []).
complement(drive_car, submit_timesheet).
complement(submit_timesheet, drive_car).","I can either submit my timesheet or drive my car. Usually, I choose to submit my timesheet. However, if my subscription is due, I drive my car instead. If it's a humid day, I tend to submit my timesheet. I can’t submit my timesheet and drive my car at the same time."
428,":- dynamic relationship_break/0, community_event/0, unexpected_guest/0, moving_house/0, rainy_day/0.
rule(r1, visit_doctor, []) :- relationship_break.
rule(r2, book_flight, []) :- community_event.
rule(p1, prefer(r1, r2), []) :- relationship_break, community_event.
rule(p2, prefer(r2, r1), []) :- relationship_break, community_event, unexpected_guest.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- moving_house.
rule(c3, prefer(c2, c1), []).
rule(c4, prefer(c1, c2), []) :- rainy_day.
rule(c5, prefer(c4, c3), []).
complement(book_flight, visit_doctor).
complement(visit_doctor, book_flight).","If I have a relationship break, I visit the doctor. If there is a community event, I book a flight. But if I have both a relationship break and a community event, I usually visit the doctor. However, if I also have an unexpected guest, I book a flight instead. If I am moving house, I tend to visit the doctor. On a rainy day, I usually prefer to book a flight. I can’t visit the doctor and book a flight at the same time."
514,":- dynamic low_budget/0
rule(r1, finish_report, []).
rule(r2, drive_car, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- low_budget.
rule(c1, prefer(p2, p1), []).
complement(drive_car, finish_report).
complement(finish_report, drive_car).","I can either finish the report or drive the car. Usually, I prefer to finish the report. However, if I'm on a low budget, I choose to drive the car instead. I can’t finish the report and drive the car at the same time."
586,":- dynamic community_event/0
rule(r1, order_taxi, []).
rule(r2, prepare_report, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- community_event.
rule(c1, prefer(p2, p1), []).
complement(prepare_report, order_taxi).
complement(order_taxi, prepare_report).","I can either order a taxi or prepare a report. Usually, I prefer to order a taxi. However, if there’s a community event, I choose to prepare the report instead. I can’t order a taxi and prepare a report at the same time."
731,":- dynamic unexpected_guest/0, client_feedback/0, financial_aid/0, night_time/0.
rule(r1, schedule_meeting, []) :- unexpected_guest.
rule(r2, go_to_theater, []) :- client_feedback.
rule(p1, prefer(r1, r2), []) :- unexpected_guest, client_feedback.
rule(p2, prefer(r2, r1), []) :- unexpected_guest, client_feedback, financial_aid.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- night_time.
rule(c3, prefer(c2, c1), []).
complement(go_to_theater, schedule_meeting).
complement(schedule_meeting, go_to_theater).","If I have an unexpected guest, I schedule a meeting. If I receive client feedback, I go to the theater. But if I have both an unexpected guest and client feedback, I usually schedule a meeting. However, if I also have financial aid, I go to the theater instead. If it’s nighttime, I tend to schedule a meeting. I can’t schedule a meeting and go to the theater at the same time."
394,":- dynamic lunch_time/0, unexpected_expense/0
rule(r1, use_subway, []) :- lunch_time.
rule(r2, attend_workshop, []) :- lunch_time.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- unexpected_expense.
rule(c1, prefer(p2, p1), []).
complement(attend_workshop, use_subway).
complement(use_subway, attend_workshop).","If it's lunchtime, I can either use the subway or attend a workshop. Usually, I choose to use the subway. However, if I have an unexpected expense, I attend the workshop instead. I can’t use the subway and attend the workshop at the same time."
127,":- dynamic tax_refund/0
rule(r1, join_fitness_class, []).
rule(r2, give_presentation, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- tax_refund.
rule(c1, prefer(p2, p1), []).
complement(give_presentation, join_fitness_class).
complement(join_fitness_class, give_presentation).","I can either join a fitness class or give a presentation. Usually, I prefer to join the fitness class. However, if I receive a tax refund, I choose to give the presentation instead. I can’t join the fitness class and give the presentation at the same time."
506,":- dynamic boss_in_office/0.
rule(r1, make_coffee, []) :- boss_in_office.
rule(r2, cycling_session, []) :- boss_in_office.
rule(p1, prefer(r1, r2), []).
complement(cycling_session, make_coffee).
complement(make_coffee, cycling_session).","If my boss is in the office, I can either make coffee or go for a cycling session. Usually, I choose to make coffee. I can’t make coffee and go for a cycling session at the same time."
299,":- dynamic family_emergency/0, lunch_time/0, birthday_today/0
rule(r1, travel_abroad, []) :- family_emergency.
rule(r2, swim_session, []) :- family_emergency.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- lunch_time.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- birthday_today.
rule(c3, prefer(c2, c1), []).
complement(swim_session, travel_abroad).
complement(travel_abroad, swim_session).","If there is a family emergency, I can either travel abroad or attend a swim session. Generally, I choose to travel abroad. However, if it’s lunchtime, I go to the swim session instead. If today is my birthday, I travel abroad again. I can’t attend a swim session and travel abroad at the same time."
128,":- dynamic community_event/0, financial_aid/0, team_project_due/0
rule(r1, use_subway, []) :- community_event.
rule(r2, go_to_restaurant, []) :- community_event.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- financial_aid.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- team_project_due.
rule(c3, prefer(c2, c1), []).
complement(go_to_restaurant, use_subway).
complement(use_subway, go_to_restaurant).","If there is a community event, I can either use the subway or go to a restaurant. Usually, I choose to use the subway. However, if I have financial aid, I go to the restaurant instead. If a team project is due, I go back to using the subway. I can’t use the subway and go to the restaurant at the same time."
884,":- dynamic family_emergency/0, new_restaurant_to_try/0
rule(r1, attend_concert, []) :- family_emergency.
rule(r2, book_ride_share, []) :- family_emergency.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_restaurant_to_try.
rule(c1, prefer(p2, p1), []).
complement(book_ride_share, attend_concert).
complement(attend_concert, book_ride_share).","If there is a family emergency, I can either attend the concert or book a ride share. Usually, I choose to attend the concert. However, if there’s a new restaurant to try, I book a ride share instead. I can’t attend the concert and book a ride share at the same time."
368,":- dynamic , deadline_missed/0, good_investment/0
rule(r1, visit_doctor, []).
rule(r2, submit_timesheet, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- deadline_missed.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- good_investment.
rule(c3, prefer(c2, c1), []).
complement(submit_timesheet, visit_doctor).
complement(visit_doctor, submit_timesheet).","I can either visit the doctor or submit my timesheet. Usually, I prefer to visit the doctor. However, if I’ve missed a deadline, I choose to submit my timesheet instead. On the other hand, if I have a good investment opportunity, I usually go for the doctor. I can’t visit the doctor and submit my timesheet at the same time."
115,":- dynamic hot_day/0.
rule(r1, ride_bike, []) :- hot_day.
rule(r2, join_fitness_class, []) :- hot_day.
rule(p1, prefer(r1, r2), []).
complement(join_fitness_class, ride_bike).
complement(ride_bike, join_fitness_class).","If it's a hot day, I can either ride my bike or join a fitness class. Usually, I choose to ride my bike. I can't ride my bike and join a fitness class at the same time."
518,":- dynamic , deadline_missed/0, subscription_due/0
rule(r1, book_ride_share, []).
rule(r2, go_to_restaurant, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- deadline_missed.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- subscription_due.
rule(c3, prefer(c2, c1), []).
complement(go_to_restaurant, book_ride_share).
complement(book_ride_share, go_to_restaurant).","I can either book a ride share or go to the restaurant. Usually, I prefer to book a ride share. However, if I miss a deadline, I choose to go to the restaurant instead. If my subscription is due, I usually go to the restaurant as well. I can’t book a ride share and go to the restaurant at the same time."
94,":- dynamic , expensive_event/0, feeling_sick/0
rule(r1, meditate, []).
rule(r2, visit_family, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- expensive_event.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- feeling_sick.
rule(c3, prefer(c2, c1), []).
complement(visit_family, meditate).
complement(meditate, visit_family).","I can either meditate or visit family. Usually, I prefer to meditate. However, if there’s an expensive event, I choose to visit family instead. If I'm feeling sick, I tend to meditate instead of visiting family. I can’t meditate and visit family at the same time."
512,":- dynamic new_neighbor/0
rule(r1, rent_car, []).
rule(r2, meditate, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- new_neighbor.
rule(c1, prefer(p2, p1), []).
complement(meditate, rent_car).
complement(rent_car, meditate).","I can either rent a car or meditate. Usually, I choose to rent a car. However, if I have a new neighbor, I tend to meditate instead. I can’t rent a car and meditate at the same time."
315,":- dynamic wedding_anniversary/0.
rule(r1, visit_family, []) :- wedding_anniversary.
rule(r2, go_to_bar, []) :- wedding_anniversary.
rule(p1, prefer(r1, r2), []).
complement(go_to_bar, visit_family).
complement(visit_family, go_to_bar).","If it's our wedding anniversary, I can either visit family or go to the bar. Generally, I choose to visit family. I can’t visit family and go to the bar at the same time."
528,":- dynamic project_extension/0, relationship_break/0, holiday_season/0
rule(r1, go_gym, []) :- project_extension.
rule(r2, go_to_theater, []) :- project_extension.
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- relationship_break.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- holiday_season.
rule(c3, prefer(c2, c1), []).
complement(go_to_theater, go_gym).
complement(go_gym, go_to_theater).","If there is a project extension, I can either go to the gym or go to the theater. Usually, I choose to go to the gym. However, if there’s a relationship break, I go to the theater instead. On the other hand, if it’s the holiday season, I go back to the gym. I can’t go to the gym and go to the theater at the same time."
597,":- dynamic , friend_in_town/0, client_feedback/0
rule(r1, rent_car, []).
rule(r2, plan_meals, []).
rule(p1, prefer(r1, r2), []).
rule(p2, prefer(r2, r1), []) :- friend_in_town.
rule(c1, prefer(p2, p1), []).
rule(c2, prefer(p1, p2), []) :- client_feedback.
rule(c3, prefer(c2, c1), []).
complement(plan_meals, rent_car).
complement(rent_car, plan_meals).","I can either rent a car or plan meals. Usually, I choose to rent a car. But if a friend is in town, I go back to planning meals instead. If I have client feedback, I usually stick with renting a car. I can’t rent a car and plan meals at the same time."
894,":- dynamic extended_work_hours/0.
rule(r1, pay_bills, []) :- extended_work_hours.
rule(r2, ride_bike, []) :- extended_work_hours.
rule(p1, prefer(r1, r2), []).
complement(ride_bike, pay_bills).
complement(pay_bills, ride_bike).","If I have to work extended hours, I can either pay the bills or ride my bike. Generally, I choose to pay the bills. I can’t pay the bills and ride my bike at the same time."
